USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
VA	5100148	02390694	Abingdon town	43	A	20888701	21401	       8.065	       0.008	 36.709224	 -81.970927                                                                                                  
VA	5100180	02390696	Accomac town	43	A	1057250	2124	       0.408	       0.001	 37.719561	 -75.667784                                                                                                     
VA	5100468	02389120	Adwolf CDP	57	S	21981272	31915	       8.487	       0.012	 36.797941	 -81.593137                                                                                                     
VA	5100724	02390698	Alberta town	43	A	5518513	34178	       2.131	       0.013	 36.854006	 -77.893986                                                                                                    
VA	5101000	01498415	Alexandria city	25	A	38977688	1127171	      15.049	       0.435	 38.820071	 -77.084063                                                                                              
VA	5101256	02584796	Allisonia CDP	57	S	8537477	292207	       3.296	       0.113	 36.936866	 -80.718793                                                                                                  
VA	5101528	02390701	Altavista town	43	A	12705771	291710	       4.906	       0.113	 37.123439	 -79.283377                                                                                                
VA	5101640	02629016	Amelia Court House CDP	57	S	9710024	19981	       3.749	       0.008	 37.335858	 -77.986639                                                                                          
VA	5101672	02390702	Amherst town	43	A	12690066	41436	       4.900	       0.016	 37.581894	 -79.051995                                                                                                   
VA	5101912	02389138	Annandale CDP	57	S	20326897	30220	       7.848	       0.012	 38.832801	 -77.196229                                                                                                  
VA	5102040	02390706	Appalachia town	43	A	5750315	57844	       2.220	       0.022	 36.912644	 -82.794946                                                                                                 
VA	5102064	02629747	Apple Mountain Lake CDP	57	S	4443573	24675	       1.716	       0.010	 38.926685	 -78.105138                                                                                         
VA	5102072	02390707	Appomattox town	43	A	5876392	20947	       2.269	       0.008	 37.358738	 -78.826446                                                                                                 
VA	5102112	02389142	Aquia Harbour CDP	57	S	7366498	695430	       2.844	       0.269	 38.459234	 -77.380104                                                                                              
VA	5102248	02584797	Arcola CDP	57	S	5914539	62009	       2.284	       0.024	 38.940855	 -77.528886                                                                                                      
VA	5103000	02389148	Arlington CDP	57	S	67318429	244142	      25.992	       0.094	 38.878337	 -77.100703                                                                                                 
VA	5103208	02584798	Arrington CDP	57	S	26972572	168237	      10.414	       0.065	 37.678696	 -78.894759                                                                                                 
VA	5103320	02584799	Ashburn CDP	57	S	44489963	677836	      17.178	       0.262	 39.031176	 -77.470283                                                                                                   
VA	5103368	02390708	Ashland town	43	A	18474688	79403	       7.133	       0.031	 37.760332	 -77.470734                                                                                                   
VA	5103512	02389156	Atkins CDP	57	S	13902776	3521	       5.368	       0.001	 36.866981	 -81.398577                                                                                                      
VA	5103528	02584800	Atlantic CDP	57	S	15278537	600555	       5.899	       0.232	 37.903366	 -75.506367                                                                                                  
VA	5103608	02584801	Augusta Springs CDP	57	S	9710509	1587	       3.749	       0.001	 38.102962	 -79.336345                                                                                              
VA	5104088	02389166	Bailey's Crossroads CDP	57	S	5311374	717	       2.051	       0.000	 38.848262	 -77.131959                                                                                           
VA	5104856	02584802	Baskerville CDP	57	S	5554194	0	       2.144	       0.000	 36.684407	 -78.273196                                                                                                     
VA	5104872	02389176	Bassett CDP	57	S	9005767	0	       3.477	       0.000	 36.761446	 -79.986584                                                                                                         
VA	5104920	02389177	Basye CDP	57	S	22547509	239512	       8.706	       0.092	 38.809424	 -78.769485                                                                                                     
VA	5105200	02584803	Bayside CDP	57	S	4366422	0	       1.686	       0.000	 37.754788	 -75.712852                                                                                                         
VA	5105336	02584804	Bealeton CDP	57	S	14178048	33238	       5.474	       0.013	 38.583009	 -77.778763                                                                                                   
VA	5105544	01793650	Bedford town	43	A	22553114	74080	       8.708	       0.029	 37.336272	 -79.517716                                                                                                   
VA	5105912	02390720	Belle Haven town	43	A	3846724	213351	       1.485	       0.082	 37.554653	 -75.823838                                                                                               
VA	5105928	02389195	Belle Haven CDP	57	S	5156666	2243773	       1.991	       0.866	 38.777339	 -77.057780                                                                                               
VA	5106216	02389200	Bellwood CDP	57	S	15013450	0	       5.797	       0.000	 37.406041	 -77.436335                                                                                                       
VA	5106275	02584805	Belmont CDP	57	S	5293864	69652	       2.044	       0.027	 39.066605	 -77.498383                                                                                                     
VA	5106336	02629752	Belmont Estates CDP	57	S	1720504	0	       0.664	       0.000	 38.446449	 -78.922783                                                                                                 
VA	5106424	02584806	Belspring CDP	57	S	2478361	10103	       0.957	       0.004	 37.195413	 -80.612423                                                                                                   
VA	5106512	02584807	Belview CDP	57	S	4580058	14223	       1.768	       0.005	 37.166742	 -80.509733                                                                                                     
VA	5106712	02584808	Benns Church CDP	57	S	10629092	207852	       4.104	       0.080	 36.936818	 -76.584731                                                                                              
VA	5106728	02389204	Bensley CDP	57	S	7381700	60990	       2.850	       0.024	 37.447493	 -77.445608                                                                                                     
VA	5106968	02390723	Berryville town	43	A	5868897	2855	       2.266	       0.001	 39.151050	 -77.982333                                                                                                  
VA	5107160	02630619	Bethel Manor CDP	57	S	1308025	217323	       0.505	       0.084	 37.097363	 -76.424632                                                                                               
VA	5107400	02629017	Big Island CDP	57	S	2130750	17556	       0.823	       0.007	 37.533422	 -79.363186                                                                                                  
VA	5107480	02390730	Big Stone Gap town	43	A	12663959	231035	       4.890	       0.089	 36.861222	 -82.777459                                                                                            
VA	5107784	02390731	Blacksburg town	43	A	51524234	77002	      19.894	       0.030	 37.231264	 -80.426745                                                                                                
VA	5107832	02390732	Blackstone town	43	A	11641333	46994	       4.495	       0.018	 37.081822	 -78.002812                                                                                                
VA	5107944	02628830	Blairs CDP	57	S	8998726	122435	       3.474	       0.047	 36.699268	 -79.378910                                                                                                     
VA	5107976	02629018	Bland CDP	57	S	5355638	487	       2.068	       0.000	 37.099492	 -81.115765                                                                                                         
VA	5108120	02390736	Bloxom town	43	A	846574	0	       0.327	       0.000	 37.829175	 -75.621434                                                                                                          
VA	5108152	02390737	Bluefield town	43	A	24148453	12851	       9.324	       0.005	 37.235225	 -81.274659                                                                                                 
VA	5108200	02389220	Blue Ridge CDP	57	S	15771511	3424	       6.089	       0.001	 37.379843	 -79.822204                                                                                                  
VA	5108264	02630622	Blue Ridge Shores CDP	57	S	3550053	1115081	       1.371	       0.431	 38.107114	 -78.022692                                                                                         
VA	5108320	02584809	Bobtown CDP	57	S	9265836	0	       3.578	       0.000	 37.649249	 -75.799872                                                                                                         
VA	5108472	02389225	Bon Air CDP	57	S	21588506	81478	       8.335	       0.031	 37.516984	 -77.570309                                                                                                    
VA	5108584	02390739	Boones Mill town	43	A	1896089	2113	       0.732	       0.001	 37.118995	 -79.950497                                                                                                 
VA	5108675	02584810	Boston CDP	57	S	6640053	0	       2.564	       0.000	 37.603856	 -75.843711                                                                                                          
VA	5108708	02584811	Boswell's Corner CDP	57	S	2663219	6610	       1.028	       0.003	 38.505491	 -77.372614                                                                                             
VA	5108888	02390742	Bowling Green town	43	A	4194284	65412	       1.619	       0.025	 38.053331	 -77.347528                                                                                              
VA	5108984	02390743	Boyce town	43	A	928746	0	       0.359	       0.000	 39.093195	 -78.060212                                                                                                           
VA	5109016	02390744	Boydton town	43	A	2125036	0	       0.820	       0.000	 36.666060	 -78.390727                                                                                                        
VA	5109032	02390745	Boykins town	43	A	1798362	0	       0.694	       0.000	 36.577825	 -77.198919                                                                                                        
VA	5109064	02584812	Bracey CDP	57	S	33722112	5061179	      13.020	       1.954	 36.581233	 -78.113798                                                                                                   
VA	5109188	02584813	Brambleton CDP	57	S	14898616	137577	       5.752	       0.053	 38.980243	 -77.532796                                                                                                
VA	5109208	02390748	Branchville town	43	A	1105597	0	       0.427	       0.000	 36.569793	 -77.250096                                                                                                    
VA	5109248	02584814	Brandermill CDP	57	S	15963057	2832631	       6.163	       1.094	 37.433992	 -77.650583                                                                                              
VA	5109656	02390752	Bridgewater town	43	A	6510859	14685	       2.514	       0.006	 38.388491	 -78.964452                                                                                                
VA	5109752	02628831	Brightwood CDP	57	S	12893258	20111	       4.978	       0.008	 38.413954	 -78.184695                                                                                                 
VA	5109816	01498416	Bristol city	25	A	33745566	322409	      13.029	       0.124	 36.616954	 -82.157564                                                                                                  
VA	5109952	02584815	Broadlands CDP	57	S	8375221	41744	       3.234	       0.016	 39.013635	 -77.516983                                                                                                  
VA	5110040	02390753	Broadway town	43	A	6101348	67867	       2.356	       0.026	 38.608485	 -78.801366                                                                                                   
VA	5110072	02390754	Brodnax town	43	A	1825098	17315	       0.705	       0.007	 36.702953	 -78.031937                                                                                                    
VA	5110296	02390756	Brookneal town	43	A	9098186	310464	       3.513	       0.120	 37.047839	 -78.953938                                                                                                 
VA	5110744	02390759	Buchanan town	43	A	5638781	120117	       2.177	       0.046	 37.520854	 -79.691059                                                                                                  
VA	5110776	02629765	Buckhall CDP	57	S	52359369	1483373	      20.216	       0.573	 38.727722	 -77.441182                                                                                                 
VA	5110856	02584817	Buckingham Courthouse CDP	57	S	2888020	14973	       1.115	       0.006	 37.555959	 -78.551298                                                                                       
VA	5111032	01498417	Buena Vista city	25	A	17350500	222803	       6.699	       0.086	 37.731365	 -79.356635                                                                                              
VA	5111230	02389259	Bull Run CDP	57	S	6733520	93574	       2.600	       0.036	 38.780099	 -77.520418                                                                                                    
VA	5111245	02629755	Bull Run Mountain Estates CDP	57	S	4580869	1658	       1.769	       0.001	 38.909210	 -77.666681                                                                                    
VA	5111464	02389260	Burke CDP	57	S	22294226	274424	       8.608	       0.106	 38.777769	 -77.262616                                                                                                     
VA	5111470	02584818	Burke Centre CDP	57	S	8113626	108286	       3.133	       0.042	 38.791183	 -77.300574                                                                                               
VA	5111560	02390761	Burkeville town	43	A	2592223	17986	       1.001	       0.007	 37.187905	 -78.194413                                                                                                 
VA	5112136	02584819	Callaghan CDP	57	S	3922192	48557	       1.514	       0.019	 37.809817	 -80.088991                                                                                                   
VA	5112264	02584820	Calverton CDP	57	S	11876763	70389	       4.586	       0.027	 38.635140	 -77.666401                                                                                                  
VA	5112590	02584821	Camptown CDP	57	S	15725763	691515	       6.072	       0.267	 36.685887	 -76.894742                                                                                                  
VA	5112600	02389273	Cana CDP	57	S	20533330	39097	       7.928	       0.015	 36.580614	 -80.667889                                                                                                       
VA	5112808	02390767	Cape Charles town	43	A	9195846	169008	       3.551	       0.065	 37.249682	 -76.014143                                                                                              
VA	5112904	02390770	Capron town	43	A	428126	0	       0.165	       0.000	 36.709329	 -77.201281                                                                                                          
VA	5112915	02584822	Captains Cove CDP	57	S	7647221	344892	       2.953	       0.133	 37.996297	 -75.425918                                                                                              
VA	5113160	02584823	Carrollton CDP	57	S	14850009	171993	       5.734	       0.066	 36.940636	 -76.520994                                                                                                
VA	5113192	02584824	Carrsville CDP	57	S	8282696	55418	       3.198	       0.021	 36.703949	 -76.840447                                                                                                  
VA	5113403	02584825	Cascades CDP	57	S	9549566	161431	       3.687	       0.062	 39.047538	 -77.386847                                                                                                   
VA	5113512	02389286	Castlewood CDP	57	S	18634305	42636	       7.195	       0.016	 36.880139	 -82.295326                                                                                                 
VA	5113624	02584826	Catlett CDP	57	S	8326769	70593	       3.215	       0.027	 38.656381	 -77.628856                                                                                                     
VA	5113635	02584827	Cats Bridge CDP	57	S	8213680	226225	       3.171	       0.087	 37.547717	 -75.783285                                                                                                
VA	5113720	02389288	Cave Spring CDP	57	S	30874846	43055	      11.921	       0.017	 37.224855	 -80.007806                                                                                                
VA	5113784	02390773	Cedar Bluff town	43	A	5788729	103421	       2.235	       0.040	 37.087029	 -81.764077                                                                                               
VA	5114312	02584828	Central Garage CDP	57	S	12479642	102300	       4.818	       0.039	 37.747290	 -77.125124                                                                                            
VA	5114440	02389299	Centreville CDP	57	S	30936668	299660	      11.945	       0.116	 38.840650	 -77.438462                                                                                               
VA	5114544	02389300	Chamberlayne CDP	57	S	8671201	852319	       3.348	       0.329	 37.627375	 -77.428188                                                                                               
VA	5114744	02389302	Chantilly CDP	57	S	31078917	335906	      12.000	       0.130	 38.890604	 -77.440876                                                                                                 
VA	5114904	02628832	Charles City CDP	57	S	6998813	118018	       2.702	       0.046	 37.348306	 -77.062955                                                                                               
VA	5114952	02390778	Charlotte Court House town	43	A	10335316	0	       3.990	       0.000	 37.056363	 -78.637765                                                                                         
VA	5114968	01789068	Charlottesville city	25	A	26516185	52974	      10.238	       0.020	 38.037658	 -78.485381                                                                                           
VA	5114984	02390779	Chase City town	43	A	5663665	0	       2.187	       0.000	 36.799844	 -78.460951                                                                                                     
VA	5114995	02584829	Chase Crossing CDP	57	S	2143402	0	       0.828	       0.000	 37.760332	 -75.665700                                                                                                  
VA	5115000	02390780	Chatham town	43	A	5255673	6170	       2.029	       0.002	 36.811853	 -79.400122                                                                                                     
VA	5115048	02389305	Chatmoss CDP	57	S	13874242	52802	       5.357	       0.020	 36.676678	 -79.808174                                                                                                   
VA	5115112	02390781	Cheriton town	43	A	2605071	15000	       1.006	       0.006	 37.294377	 -75.965567                                                                                                   
VA	5115176	02630624	Cherry Hill CDP	57	S	20197250	3600714	       7.798	       1.390	 38.565752	 -77.286391                                                                                              
VA	5116000	01498558	Chesapeake city	25	A	876737780	32210024	     338.510	      12.436	 36.679376	 -76.301788                                                                                            
VA	5116096	02389312	Chester CDP	57	S	34080358	309160	      13.159	       0.119	 37.352045	 -77.433695                                                                                                   
VA	5116240	02630625	Chester Gap CDP	57	S	5399041	3197	       2.085	       0.001	 38.850113	 -78.131581                                                                                                  
VA	5116480	02390791	Chilhowie town	43	A	6665562	98023	       2.574	       0.038	 36.800173	 -81.682913                                                                                                  
VA	5116512	02390792	Chincoteague town	43	A	23616408	73066694	       9.118	      28.211	 37.949306	 -75.352573                                                                                           
VA	5116608	02390793	Christiansburg town	43	A	36529803	58305	      14.104	       0.023	 37.141083	 -80.401398                                                                                            
VA	5116736	02584830	Churchville CDP	57	S	985884	23917	       0.381	       0.009	 38.224660	 -79.161389                                                                                                  
VA	5116880	02390796	Claremont town	43	A	6553714	0	       2.530	       0.000	 37.227284	 -76.966498                                                                                                      
VA	5116992	02390797	Clarksville town	43	A	7493986	112068	       2.893	       0.043	 36.618366	 -78.564378                                                                                               
VA	5117120	02389328	Claypool Hill CDP	57	S	13809713	56609	       5.332	       0.022	 37.062593	 -81.749146                                                                                              
VA	5117296	02390802	Cleveland town	43	A	325984	27433	       0.126	       0.011	 36.943669	 -82.152632                                                                                                   
VA	5117376	02390803	Clifton town	43	A	635489	10116	       0.245	       0.004	 38.780128	 -77.385990                                                                                                     
VA	5117440	02390804	Clifton Forge town	43	A	7821671	153164	       3.020	       0.059	 37.823320	 -79.825194                                                                                             
VA	5117504	02390805	Clinchco town	43	A	7262820	84430	       2.804	       0.033	 37.157398	 -82.354462                                                                                                   
VA	5117536	02390806	Clinchport town	43	A	1727049	110555	       0.667	       0.043	 36.679996	 -82.744092                                                                                                
VA	5117552	02390807	Clintwood town	43	A	4917113	5726	       1.899	       0.002	 37.152995	 -82.459895                                                                                                   
VA	5117632	02584831	Clover CDP	57	S	18162834	20459	       7.013	       0.008	 36.840240	 -78.721854                                                                                                     
VA	5117680	02389335	Cloverdale CDP	57	S	8028090	40950	       3.100	       0.016	 37.356404	 -79.903213                                                                                                  
VA	5117776	02584832	Cluster Springs CDP	57	S	22220034	78115	       8.579	       0.030	 36.604533	 -78.923105                                                                                            
VA	5117952	02390808	Coeburn town	43	A	5358886	6666	       2.069	       0.003	 36.947366	 -82.467744                                                                                                     
VA	5118352	02389345	Collinsville CDP	57	S	20350713	59377	       7.857	       0.023	 36.721020	 -79.911638                                                                                               
VA	5118400	02390810	Colonial Beach town	43	A	6600276	860988	       2.548	       0.332	 38.264407	 -76.993729                                                                                            
VA	5118448	01498420	Colonial Heights city	25	A	19481043	757290	       7.522	       0.292	 37.261685	 -77.396804                                                                                         
VA	5118624	02390811	Columbia town	43	A	502368	25860	       0.194	       0.010	 37.753812	 -78.166407                                                                                                    
VA	5118880	02630626	Concord CDP	57	S	14474313	64466	       5.589	       0.025	 37.344776	 -78.982821                                                                                                    
VA	5119560	02584833	Countryside CDP	57	S	6633467	50326	       2.561	       0.019	 39.052193	 -77.412398                                                                                                 
VA	5119571	02631346	County Center CDP	57	S	5240225	15524	       2.023	       0.006	 38.692745	 -77.355599                                                                                               
VA	5119600	02390813	Courtland town	43	A	2374953	0	       0.917	       0.000	 36.712260	 -77.061957                                                                                                      
VA	5119728	01789069	Covington city	25	A	14163308	522024	       5.468	       0.202	 37.778143	 -79.986039                                                                                                
VA	5119904	02390815	Craigsville town	43	A	5280346	839	       2.039	       0.000	 38.084434	 -79.384441                                                                                                  
VA	5120160	02390816	Crewe town	43	A	5215614	5217	       2.014	       0.002	 37.180994	 -78.130407                                                                                                       
VA	5120240	02389374	Crimora CDP	57	S	7856640	13897	       3.033	       0.005	 38.161665	 -78.843844                                                                                                     
VA	5120436	02584834	Crosspointe CDP	57	S	5720835	47499	       2.209	       0.018	 38.724980	 -77.263232                                                                                                 
VA	5120560	02389381	Crozet CDP	57	S	11443278	73661	       4.418	       0.028	 38.064920	 -78.696960                                                                                                     
VA	5120752	02390817	Culpeper town	43	A	18847885	107864	       7.277	       0.042	 38.470292	 -77.999764                                                                                                 
VA	5120768	02629019	Cumberland CDP	57	S	10789046	55060	       4.166	       0.021	 37.484774	 -78.251464                                                                                                 
VA	5121008	02389388	Dahlgren CDP	57	S	6932826	254291	       2.677	       0.098	 38.341976	 -77.064267                                                                                                   
VA	5121016	02630627	Dahlgren Center CDP	57	S	10610320	514553	       4.097	       0.199	 38.336332	 -77.028442                                                                                           
VA	5121088	02389389	Dale City CDP	57	S	36871510	45321	      14.236	       0.017	 38.649812	 -77.345941                                                                                                  
VA	5121152	02389390	Daleville CDP	57	S	11108334	96273	       4.289	       0.037	 37.414463	 -79.913762                                                                                                  
VA	5121184	02390819	Damascus town	43	A	2058146	75196	       0.795	       0.029	 36.632670	 -81.789359                                                                                                   
VA	5121312	02630763	Dante CDP	57	S	18151009	18400	       7.008	       0.007	 36.984677	 -82.283566                                                                                                      
VA	5121344	01498421	Danville city	25	A	111136851	2536146	      42.910	       0.979	 36.583334	 -79.408071                                                                                               
VA	5121648	02390823	Dayton town	43	A	2670164	0	       1.031	       0.000	 38.417268	 -78.941163                                                                                                         
VA	5121776	02584835	Deep Creek CDP	57	S	1556435	5313	       0.601	       0.002	 37.759931	 -75.752655                                                                                                   
VA	5121872	02584836	Deerfield CDP	57	S	8549814	6025	       3.301	       0.002	 38.194551	 -79.412999                                                                                                    
VA	5122064	02630705	Deltaville CDP	57	S	10506708	7663985	       4.057	       2.959	 37.551332	 -76.327846                                                                                               
VA	5122160	02390145	Dendron town	43	A	9235881	0	       3.566	       0.000	 37.036415	 -76.924056                                                                                                        
VA	5122560	02390148	Dillwyn town	43	A	1669085	4157	       0.644	       0.002	 37.540511	 -78.461210                                                                                                     
VA	5122976	02389411	Dooms CDP	57	S	10347662	21690	       3.995	       0.008	 38.100067	 -78.850167                                                                                                      
VA	5123376	02390149	Drakes Branch town	43	A	10697865	0	       4.130	       0.000	 36.993350	 -78.600952                                                                                                 
VA	5123392	02584837	Dranesville CDP	57	S	9953534	76902	       3.843	       0.030	 38.996677	 -77.370298                                                                                                 
VA	5123408	02584838	Draper CDP	57	S	5598501	3761	       2.162	       0.001	 37.000269	 -80.732519                                                                                                       
VA	5123584	02389417	Dryden CDP	57	S	18288453	279986	       7.061	       0.108	 36.775836	 -82.944077                                                                                                    
VA	5123648	02390150	Dublin town	43	A	3531924	23702	       1.364	       0.009	 37.105503	 -80.689700                                                                                                     
VA	5123680	02390151	Duffield town	43	A	1585426	0	       0.612	       0.000	 36.719643	 -82.796110                                                                                                       
VA	5123732	02584839	Dulles Town Center CDP	57	S	6220057	59081	       2.402	       0.023	 39.023468	 -77.413511                                                                                          
VA	5123744	02389420	Dumbarton CDP	57	S	4882729	49017	       1.885	       0.019	 37.611814	 -77.508336                                                                                                   
VA	5123760	02390152	Dumfries town	43	A	3998361	48218	       1.544	       0.019	 38.567348	 -77.322421                                                                                                   
VA	5123952	02390153	Dungannon town	43	A	939599	0	       0.363	       0.000	 36.828362	 -82.468109                                                                                                       
VA	5123984	02389423	Dunn Loring CDP	57	S	6120663	791	       2.363	       0.000	 38.894219	 -77.229404                                                                                                   
VA	5124496	02389435	East Highland Park CDP	57	S	22820286	521193	       8.811	       0.201	 37.577514	 -77.386788                                                                                        
VA	5124544	02629753	East Lexington CDP	57	S	5933386	52121	       2.291	       0.020	 37.801471	 -79.416492                                                                                              
VA	5124752	02390159	Eastville town	43	A	579221	0	       0.224	       0.000	 37.351129	 -75.940538                                                                                                       
VA	5124816	02584840	Ebony CDP	57	S	11311190	0	       4.367	       0.000	 36.575876	 -77.983988                                                                                                          
VA	5125008	02390160	Edinburg town	43	A	1981230	42785	       0.765	       0.017	 38.822863	 -78.562689                                                                                                   
VA	5125408	02390167	Elkton town	43	A	8090865	154740	       3.124	       0.060	 38.410690	 -78.616117                                                                                                    
VA	5125488	02584841	Elliston CDP	57	S	2828684	71732	       1.092	       0.028	 37.223009	 -80.215723                                                                                                    
VA	5125792	02584842	Emory CDP	57	S	10606036	3889	       4.095	       0.002	 36.779821	 -81.827397                                                                                                       
VA	5125808	01498422	Emporia city	25	A	17871525	165621	       6.900	       0.064	 36.696182	 -77.535975                                                                                                  
VA	5125877	02629708	Enon CDP	57	S	11040332	51754	       4.263	       0.020	 37.327339	 -77.321671                                                                                                       
VA	5125968	02629021	Esmont CDP	57	S	9424339	8548	       3.639	       0.003	 37.828544	 -78.592057                                                                                                       
VA	5126128	02389052	Ettrick CDP	57	S	7610662	193919	       2.938	       0.075	 37.247306	 -77.430756                                                                                                    
VA	5126384	02389055	Ewing CDP	57	S	9746309	5768	       3.763	       0.002	 36.637465	 -83.429466                                                                                                        
VA	5126416	02390172	Exmore town	43	A	6743361	0	       2.604	       0.000	 37.529507	 -75.828306                                                                                                         
VA	5126496	01789070	Fairfax city	25	A	16162122	90056	       6.240	       0.035	 38.853183	 -77.299025                                                                                                   
VA	5126592	02584843	Fairfax Station CDP	57	S	23535011	201713	       9.087	       0.078	 38.794835	 -77.338545                                                                                           
VA	5126701	02584844	Fair Lakes CDP	57	S	6148942	62802	       2.374	       0.024	 38.853100	 -77.389277                                                                                                  
VA	5126736	02389061	Fairlawn CDP	57	S	8147322	735108	       3.146	       0.284	 37.145208	 -80.543843                                                                                                   
VA	5126875	02584845	Fair Oaks CDP	57	S	12955918	120298	       5.002	       0.046	 38.865093	 -77.357387                                                                                                 
VA	5126944	02584846	Fairview CDP	57	S	2755881	0	       1.064	       0.000	 36.829244	 -78.465344                                                                                                        
VA	5127040	02389067	Fairview Beach CDP	57	S	747519	0	       0.289	       0.000	 38.328177	 -77.242351                                                                                                   
VA	5127200	01498423	Falls Church city	25	A	5311307	6	       2.051	       0.000	 38.884722	 -77.175603                                                                                                   
VA	5127264	02389074	Falmouth CDP	57	S	8077837	384724	       3.119	       0.149	 38.331911	 -77.465459                                                                                                   
VA	5127296	02389075	Fancy Gap CDP	57	S	10482987	6756	       4.048	       0.003	 36.671304	 -80.701083                                                                                                   
VA	5127440	02390178	Farmville town	43	A	18660560	336343	       7.205	       0.130	 37.297458	 -78.399326                                                                                                
VA	5127712	02389082	Ferrum CDP	57	S	23696167	35850	       9.149	       0.014	 36.938494	 -79.994974                                                                                                     
VA	5127744	02389083	Fieldale CDP	57	S	4015060	0	       1.550	       0.000	 36.700949	 -79.942435                                                                                                        
VA	5127824	02390183	Fincastle town	43	A	610337	0	       0.236	       0.000	 37.499390	 -79.875647                                                                                                       
VA	5127968	02389088	Fishersville CDP	57	S	34998376	116300	      13.513	       0.045	 38.103454	 -78.971468                                                                                              
VA	5128496	02629022	Flint Hill CDP	57	S	4503341	9118	       1.739	       0.004	 38.765579	 -78.103474                                                                                                   
VA	5128528	02584847	Floris CDP	57	S	7157771	45865	       2.764	       0.018	 38.929432	 -77.409097                                                                                                      
VA	5128544	02390186	Floyd town	43	A	1181299	2656	       0.456	       0.001	 36.912160	 -80.318117                                                                                                       
VA	5128688	02389095	Forest CDP	57	S	35581312	318917	      13.738	       0.123	 37.374934	 -79.277149                                                                                                    
VA	5129008	02389102	Fort Belvoir CDP	57	S	22740832	367779	       8.780	       0.142	 38.713075	 -77.144497                                                                                              
VA	5129040	02389103	Fort Chiswell CDP	57	S	35029132	277798	      13.525	       0.107	 36.944722	 -80.956149                                                                                             
VA	5129136	02389106	Fort Hunt CDP	57	S	15154076	1069899	       5.851	       0.413	 38.735462	 -77.057664                                                                                                
VA	5129152	02389108	Fort Lee CDP	57	S	15421093	0	       5.954	       0.000	 37.235654	 -77.332484                                                                                                       
VA	5129552	02389809	Franconia CDP	57	S	9015216	15434	       3.481	       0.006	 38.767889	 -77.158343                                                                                                   
VA	5129600	01498424	Franklin city	25	A	21295862	369820	       8.222	       0.143	 36.684014	 -76.941396                                                                                                 
VA	5129628	02584848	Franklin Farm CDP	57	S	12310586	69837	       4.753	       0.027	 38.909790	 -77.395913                                                                                              
VA	5129744	01498425	Fredericksburg city	25	A	27042222	178255	      10.441	       0.069	 38.299272	 -77.486658                                                                                           
VA	5129840	02629023	Free Union CDP	57	S	5182545	5389	       2.001	       0.002	 38.153304	 -78.558872                                                                                                   
VA	5129920	02390194	Fries town	43	A	1651990	478467	       0.638	       0.185	 36.714146	 -80.975017                                                                                                     
VA	5129968	02390195	Front Royal town	43	A	26709462	630479	      10.313	       0.243	 38.924952	 -78.183426                                                                                              
VA	5130176	02389822	Gainesville CDP	57	S	26225684	1467772	      10.126	       0.567	 38.793191	 -77.642243                                                                                              
VA	5130208	01498426	Galax city	25	A	21506088	103777	       8.304	       0.040	 36.665640	 -80.914308                                                                                                    
VA	5130384	02584849	Gargatha CDP	57	S	7662856	61116	       2.959	       0.024	 37.790901	 -75.576850                                                                                                    
VA	5130480	02584850	Gasburg CDP	57	S	14615856	2568408	       5.643	       0.992	 36.557642	 -77.872960                                                                                                  
VA	5130496	02390201	Gate City town	43	A	10125139	79746	       3.909	       0.031	 36.646161	 -82.578405                                                                                                 
VA	5130618	02584851	George Mason CDP	57	S	6566849	35092	       2.535	       0.014	 38.831513	 -77.302406                                                                                                
VA	5131056	02390205	Glade Spring town	43	A	3158474	803	       1.219	       0.000	 36.789944	 -81.772253                                                                                                 
VA	5131136	02390206	Glasgow town	43	A	3821441	88447	       1.475	       0.034	 37.631771	 -79.458255                                                                                                    
VA	5131200	02389846	Glen Allen CDP	57	S	22769632	175208	       8.791	       0.068	 37.665873	 -77.484349                                                                                                
VA	5131376	02390209	Glen Lyn town	43	A	1675586	233238	       0.647	       0.090	 37.373491	 -80.851075                                                                                                  
VA	5131488	02629770	Glenvar CDP	57	S	3575643	76167	       1.381	       0.029	 37.276415	 -80.124953                                                                                                     
VA	5131608	02389856	Gloucester Courthouse CDP	57	S	18059392	511275	       6.973	       0.197	 37.403541	 -76.523505                                                                                     
VA	5131616	02389857	Gloucester Point CDP	57	S	24342976	18055010	       9.399	       6.971	 37.270274	 -76.497368                                                                                        
VA	5131808	02629024	Goochland CDP	57	S	11583315	131016	       4.472	       0.051	 37.696785	 -77.894143                                                                                                 
VA	5131936	02390212	Gordonsville town	43	A	2417691	4049	       0.933	       0.002	 38.136356	 -78.188758                                                                                                
VA	5131968	02390213	Goshen town	43	A	4403226	125584	       1.700	       0.048	 37.989642	 -79.507157                                                                                                    
VA	5132320	02630777	Gratton CDP	57	S	14072017	12102	       5.433	       0.005	 37.134758	 -81.426764                                                                                                    
VA	5132496	02389867	Great Falls CDP	57	S	65673391	623904	      25.357	       0.241	 39.012385	 -77.301968                                                                                               
VA	5132560	02584852	Greenbackville CDP	57	S	1340010	60233	       0.517	       0.023	 38.010003	 -75.385368                                                                                              
VA	5132592	02584853	Greenbriar CDP	57	S	4029289	21412	       1.556	       0.008	 38.871638	 -77.399054                                                                                                  
